att_id,candidate_cwe,score,rationale,feature_scores
T1179,CWE-609,0.1292,,"{""title_sim"": 0.41379310344827586, ""desc_sim"": 0.012431941435894475, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0064516129032258064}"
T1595,CWE-489,0.2002,,"{""title_sim"": 0.5714285714285715, ""desc_sim"": 0.0959766921588923, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1595,CWE-771,0.1863,,"{""title_sim"": 0.5714285714285715, ""desc_sim"": 0.0360833763108187, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02040816326530612}"
T1595,CWE-773,0.1851,,"{""title_sim"": 0.5714285714285715, ""desc_sim"": 0.031784318533924265, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.020618556701030927}"
T1027.016,CWE-215,0.3784,boost_common_term:code;boost_subtech_title_match,"{""title_sim"": 0.8484848484848484, ""desc_sim"": 0.1318689524604587, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02127659574468085}"
T1027.016,CWE-561,0.3649,boost_common_term:code;boost_subtech_title_match,"{""title_sim"": 0.6153846153846154, ""desc_sim"": 0.3192083867066686, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.022727272727272728}"
T1027.016,CWE-201,0.3069,boost_common_term:code;boost_subtech_title_match,"{""title_sim"": 0.6428571428571428, ""desc_sim"": 0.09208060520490678, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.031914893617021274}"
T1547.011,CWE-473,0.3374,boost_common_term:modification;boost_subtech_title_match,"{""title_sim"": 0.8, ""desc_sim"": 0.046866752970616876, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.016666666666666666}"
T1547.011,CWE-915,0.2862,boost_subtech_title_match,"{""title_sim"": 0.8, ""desc_sim"": 0.03689668641402772, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02564102564102564}"
T1547.011,CWE-217,0.2826,boost_subtech_title_match,"{""title_sim"": 0.8, ""desc_sim"": 0.036141449201501315, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.008771929824561403}"
T1548,CWE-693,0.2566,boost_common_term:mechanism,"{""title_sim"": 0.6557377049180328, ""desc_sim"": 0.023632243876555274, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.014084507042253521}"
T1548,CWE-921,0.2397,,"{""title_sim"": 0.68, ""desc_sim"": 0.09935335050804042, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.029411764705882353}"
T1548,CWE-645,0.2371,boost_common_term:mechanism,"{""title_sim"": 0.5454545454545454, ""desc_sim"": 0.061061899547865284, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02564102564102564}"
T1134.002,CWE-114,0.2323,boost_subtech_title_match,"{""title_sim"": 0.6363636363636364, ""desc_sim"": 0.029374811320540397, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.012987012987012988}"
T1134.002,CWE-1259,0.2300,boost_common_term:token,"{""title_sim"": 0.4324324324324324, ""desc_sim"": 0.15083980132058053, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.025}"
T1134.002,CWE-1270,0.2154,boost_common_term:token,"{""title_sim"": 0.4375, ""desc_sim"": 0.0971300170924295, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.025}"
T1548.001,CWE-384,0.1461,,"{""title_sim"": 0.4242424242424242, ""desc_sim"": 0.054936890962359736, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.011834319526627219}"
T1548.001,CWE-515,0.1456,,"{""title_sim"": 0.3076923076923077, ""desc_sim"": 0.16247266514992637, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.022988505747126436}"
T1548.001,CWE-1209,0.1430,,"{""title_sim"": 0.2448979591836735, ""desc_sim"": 0.19503383029381668, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.054945054945054944}"
T1547.004,CWE-67,0.1497,,"{""title_sim"": 0.43333333333333335, ""desc_sim"": 0.0418030395426257, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03571428571428571}"
T1547.004,CWE-430,0.1463,,"{""title_sim"": 0.4782608695652174, ""desc_sim"": 0.009484403123060831, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1547.004,CWE-431,0.1422,,"{""title_sim"": 0.4705882352941177, ""desc_sim"": 0.0034578092283372693, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1019,CWE-1277,0.3385,boost_common_term:firmware,"{""title_sim"": 0.6956521739130435, ""desc_sim"": 0.23277609213528752, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05}"
T1019,CWE-1276,0.2539,boost_common_term:system,"{""title_sim"": 0.5714285714285715, ""desc_sim"": 0.07126810268894632, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05555555555555555}"
T1019,CWE-1249,0.2522,boost_common_term:system,"{""title_sim"": 0.5714285714285715, ""desc_sim"": 0.06270764667324785, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05970149253731343}"
T1021.003,CWE-595,0.2511,boost_common_term:object,"{""title_sim"": 0.5609756097560975, ""desc_sim"": 0.10094417477052207, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.012738853503184714}"
T1021.003,CWE-1083,0.2236,boost_common_term:component,"{""title_sim"": 0.49411764705882355, ""desc_sim"": 0.05567550306765749, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.043209876543209874}"
T1021.003,CWE-437,0.2210,boost_common_term:model,"{""title_sim"": 0.4788732394366197, ""desc_sim"": 0.07154620022227338, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.029585798816568046}"
T1042,CWE-453,0.2441,boost_common_term:default,"{""title_sim"": 0.5915492957746479, ""desc_sim"": 0.04777438115203858, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.011494252873563218}"
T1042,CWE-1236,0.2260,boost_common_term:file,"{""title_sim"": 0.40909090909090906, ""desc_sim"": 0.1431448849673837, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05154639175257732}"
T1042,CWE-1393,0.2258,boost_common_term:default,"{""title_sim"": 0.5185185185185186, ""desc_sim"": 0.05937123981874834, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.012048192771084338}"
T1117,CWE-514,0.1022,,"{""title_sim"": 0.27272727272727265, ""desc_sim"": 0.046472605953192206, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.032}"
T1117,CWE-918,0.1000,,"{""title_sim"": 0.2380952380952381, ""desc_sim"": 0.059451811910988875, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05384615384615385}"
T1117,CWE-283,0.0981,,"{""title_sim"": 0.2857142857142857, ""desc_sim"": 0.025034741532004433, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.024193548387096774}"
T1110.003,CWE-620,0.3052,boost_common_term:password;boost_subtech_title_match,"{""title_sim"": 0.64, ""desc_sim"": 0.100855461842535, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.014492753623188406}"
T1110.003,CWE-261,0.3048,boost_common_term:password;boost_subtech_title_match,"{""title_sim"": 0.64, ""desc_sim"": 0.104267929516411, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.007575757575757576}"
T1110.003,CWE-640,0.3022,boost_common_term:password;boost_subtech_title_match,"{""title_sim"": 0.64, ""desc_sim"": 0.09107608001731145, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.014598540145985401}"
T1090.002,CWE-473,0.3355,boost_common_term:external;boost_subtech_title_match,"{""title_sim"": 0.7272727272727272, ""desc_sim"": 0.09361031509520415, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.046296296296296294}"
T1090.002,CWE-673,0.3292,boost_common_term:external;boost_subtech_title_match,"{""title_sim"": 0.7272727272727272, ""desc_sim"": 0.08958689620395445, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.020833333333333332}"
T1090.002,CWE-73,0.2811,boost_subtech_title_match,"{""title_sim"": 0.7272727272727272, ""desc_sim"": 0.08261067335094868, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04081632653061224}"
T1056.003,CWE-830,0.1901,boost_common_term:web,"{""title_sim"": 0.3561643835616438, ""desc_sim"": 0.08446271797646572, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.039473684210526314}"
T1056.003,CWE-433,0.1866,boost_common_term:web,"{""title_sim"": 0.3921568627450981, ""desc_sim"": 0.0452011397414466, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02702702702702703}"
T1056.003,CWE-472,0.1854,boost_common_term:web,"{""title_sim"": 0.34782608695652173, ""desc_sim"": 0.07682668374930683, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04}"
T1589.002,CWE-562,0.1546,,"{""title_sim"": 0.5106382978723404, ""desc_sim"": 0.004640433471584715, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1589.002,CWE-781,0.1515,boost_common_term:addresses,"{""title_sim"": 0.27272727272727265, ""desc_sim"": 0.05471254058774825, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.016260162601626018}"
T1589.002,CWE-1222,0.1468,boost_common_term:addresses,"{""title_sim"": 0.25581395348837205, ""desc_sim"": 0.04788796441746833, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.028368794326241134}"
T1164,CWE-926,0.2088,boost_common_term:applications,"{""title_sim"": 0.4788732394366197, ""desc_sim"": 0.032552998329749845, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02666666666666667}"
T1164,CWE-531,0.1776,boost_common_term:applications,"{""title_sim"": 0.318840579710145, ""desc_sim"": 0.05770481104855083, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.07317073170731707}"
T1164,CWE-749,0.1716,boost_common_term:applications,"{""title_sim"": 0.3448275862068965, ""desc_sim"": 0.03371696614065927, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04}"
T1054,CWE-1322,0.2189,,"{""title_sim"": 0.6153846153846154, ""desc_sim"": 0.08562522678240438, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04310344827586207}"
T1054,CWE-584,0.2031,,"{""title_sim"": 0.5777777777777778, ""desc_sim"": 0.09359968007935815, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.008620689655172414}"
T1054,CWE-483,0.2005,,"{""title_sim"": 0.5652173913043478, ""desc_sim"": 0.08554042827991147, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02654867256637168}"
T1598.004,CWE-325,0.1484,,"{""title_sim"": 0.4888888888888889, ""desc_sim"": 0.005687998329368969, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1598.004,CWE-1273,0.1467,,"{""title_sim"": 0.3921568627450981, ""desc_sim"": 0.07418684408698095, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03418803418803419}"
T1598.004,CWE-268,0.1456,,"{""title_sim"": 0.4324324324324324, ""desc_sim"": 0.037018241864653675, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.023809523809523808}"
T1108,CWE-1263,0.2507,boost_common_term:access,"{""title_sim"": 0.5454545454545454, ""desc_sim"": 0.1032378068621644, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.030612244897959183}"
T1108,CWE-588,0.2462,boost_common_term:access,"{""title_sim"": 0.5454545454545454, ""desc_sim"": 0.08715560806482037, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.031914893617021274}"
T1108,CWE-1191,0.2456,boost_common_term:access,"{""title_sim"": 0.5454545454545454, ""desc_sim"": 0.080007682806196, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04}"
T1193,CWE-484,0.1486,,"{""title_sim"": 0.456140350877193, ""desc_sim"": 0.028234489732209468, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01639344262295082}"
T1193,CWE-468,0.1479,,"{""title_sim"": 0.40816326530612246, ""desc_sim"": 0.07274727208786531, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.018018018018018018}"
T1193,CWE-290,0.1476,,"{""title_sim"": 0.456140350877193, ""desc_sim"": 0.023763555237105674, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01834862385321101}"
T1003.005,CWE-1391,0.3219,boost_common_term:credentials;boost_subtech_title_match,"{""title_sim"": 0.6470588235294117, ""desc_sim"": 0.1263284246055175, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04918032786885246}"
T1003.005,CWE-798,0.3090,boost_common_term:credentials;boost_subtech_title_match,"{""title_sim"": 0.6666666666666665, ""desc_sim"": 0.07955127706973038, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02564102564102564}"
T1003.005,CWE-1392,0.3076,boost_common_term:credentials;boost_subtech_title_match,"{""title_sim"": 0.6274509803921569, ""desc_sim"": 0.11445371302225851, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.025}"
T1098.004,CWE-462,0.1963,boost_common_term:keys,"{""title_sim"": 0.36666666666666664, ""desc_sim"": 0.10799155266428659, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01935483870967742}"
T1098.004,CWE-612,0.1653,boost_common_term:authorized,"{""title_sim"": 0.33734939759036137, ""desc_sim"": 0.03900586418065679, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.012121212121212121}"
T1098.004,CWE-1392,0.1607,boost_common_term:keys,"{""title_sim"": 0.3111111111111111, ""desc_sim"": 0.049540523110313164, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.012738853503184714}"
T1673,CWE-1087,0.2333,boost_common_term:virtual,"{""title_sim"": 0.5070422535211268, ""desc_sim"": 0.0955578590071349, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01282051282051282}"
T1673,CWE-1079,0.2075,boost_common_term:virtual,"{""title_sim"": 0.4788732394366197, ""desc_sim"": 0.03794824907971855, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.012195121951219513}"
T1673,CWE-66,0.2003,boost_common_term:virtual,"{""title_sim"": 0.4375, ""desc_sim"": 0.048455499596174643, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02247191011235955}"
T1215,CWE-1047,0.2371,boost_common_term:modules,"{""title_sim"": 0.4444444444444444, ""desc_sim"": 0.14497234996804895, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.051470588235294115}"
T1215,CWE-1061,0.1939,boost_common_term:modules,"{""title_sim"": 0.4, ""desc_sim"": 0.0620066255679918, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.026490066225165563}"
T1215,CWE-194,0.1762,,"{""title_sim"": 0.5185185185185186, ""desc_sim"": 0.04600961450883285, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03424657534246575}"
T1101,CWE-1318,0.3207,"boost_common_term:support,security","{""title_sim"": 0.7804878048780488, ""desc_sim"": 0.08488323134849506, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.05555555555555555}"
T1101,CWE-1292,0.2331,boost_common_term:security,"{""title_sim"": 0.5507246376811594, ""desc_sim"": 0.042854163582104386, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02531645569620253}"
T1101,CWE-1290,0.2289,boost_common_term:security,"{""title_sim"": 0.5373134328358209, ""desc_sim"": 0.04241241189537385, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.025}"
T1590.006,CWE-446,0.2370,boost_common_term:security,"{""title_sim"": 0.5806451612903225, ""desc_sim"": 0.029963555625098504, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01904761904761905}"
T1590.006,CWE-671,0.2141,boost_common_term:security,"{""title_sim"": 0.4857142857142857, ""desc_sim"": 0.043164970460946826, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02727272727272727}"
T1590.006,CWE-1270,0.2107,boost_common_term:security,"{""title_sim"": 0.48484848484848486, ""desc_sim"": 0.038521768719100534, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.018691588785046728}"
T1546.012,CWE-1319,0.2403,boost_common_term:injection,"{""title_sim"": 0.5523809523809524, ""desc_sim"": 0.06767543286749599, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.021621621621621623}"
T1546.012,CWE-541,0.2265,boost_common_term:file,"{""title_sim"": 0.5054945054945055, ""desc_sim"": 0.06835321526772076, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.021505376344086023}"
T1546.012,CWE-455,0.2118,boost_common_term:file,"{""title_sim"": 0.4225352112676056, ""desc_sim"": 0.09401313392403329, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03414634146341464}"
T1218.008,CWE-193,0.1044,,"{""title_sim"": 0.33333333333333326, ""desc_sim"": 0.005885632592934141, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.013333333333333334}"
T1218.008,CWE-125,0.0967,,"{""title_sim"": 0.3076923076923077, ""desc_sim"": 0.005291699791387635, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.014084507042253521}"
T1218.008,CWE-346,0.0938,,"{""title_sim"": 0.2580645161290323, ""desc_sim"": 0.01596696845564301, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.057971014492753624}"
T1593.002,CWE-427,0.2697,boost_common_term:search,"{""title_sim"": 0.6, ""desc_sim"": 0.106091285388814, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0392156862745098}"
T1593.002,CWE-426,0.2674,boost_common_term:search,"{""title_sim"": 0.6, ""desc_sim"": 0.09786566662970626, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04040404040404041}"
T1593.002,CWE-428,0.2648,boost_common_term:search,"{""title_sim"": 0.6, ""desc_sim"": 0.07650542338626681, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0594059405940594}"
T1177,CWE-369,0.1224,,"{""title_sim"": 0.3846153846153846, ""desc_sim"": 0.023506488743961072, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1177,CWE-942,0.1175,,"{""title_sim"": 0.1891891891891892, ""desc_sim"": 0.17137838927510218, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.046511627906976744}"
T1177,CWE-507,0.1173,,"{""title_sim"": 0.25, ""desc_sim"": 0.10173934829852042, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.058823529411764705}"
T1591.002,CWE-1110,0.1946,boost_common_term:relationships,"{""title_sim"": 0.41509433962264153, ""desc_sim"": 0.04904839023707897, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.026785714285714284}"
T1591.002,CWE-501,0.1543,,"{""title_sim"": 0.4782608695652174, ""desc_sim"": 0.022910597758164605, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.019801980198019802}"
T1591.002,CWE-834,0.1516,,"{""title_sim"": 0.4878048780487805, ""desc_sim"": 0.011201806296352323, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.009615384615384616}"
T1548.005,CWE-284,0.2412,boost_common_term:access,"{""title_sim"": 0.5555555555555556, ""desc_sim"": 0.06823344996831723, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.020100502512562814}"
T1548.005,CWE-377,0.2377,boost_common_term:temporary,"{""title_sim"": 0.5625, ""desc_sim"": 0.053219745050812034, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01485148514851485}"
T1548.005,CWE-1263,0.2332,boost_common_term:access,"{""title_sim"": 0.5079365079365079, ""desc_sim"": 0.08307225949336372, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.029411764705882353}"
T1125,CWE-1278,0.1723,boost_common_term:capture,"{""title_sim"": 0.1880341880341881, ""desc_sim"": 0.1757998260919535, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.06593406593406594}"
T1125,CWE-109,0.1435,,"{""title_sim"": 0.4390243902439025, ""desc_sim"": 0.025983076869575066, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.019801980198019802}"
T1125,CWE-295,0.1401,,"{""title_sim"": 0.45454545454545453, ""desc_sim"": 0.012351631851319949, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1144,CWE-294,0.2386,boost_common_term:bypass,"{""title_sim"": 0.5217391304347826, ""desc_sim"": 0.0873037220703354, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02962962962962963}"
T1144,CWE-289,0.1884,,"{""title_sim"": 0.5217391304347826, ""desc_sim"": 0.07564319141272674, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.046153846153846156}"
T1144,CWE-639,0.1781,,"{""title_sim"": 0.5217391304347826, ""desc_sim"": 0.05638874314446876, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.023076923076923078}"
T1045,CWE-1256,0.2283,,"{""title_sim"": 0.6666666666666665, ""desc_sim"": 0.06707267886220411, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04081632653061224}"
T1045,CWE-1314,0.1624,boost_common_term:software,"{""title_sim"": 0.2985074626865672, ""desc_sim"": 0.05506765434247607, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.031578947368421054}"
T1045,CWE-174,0.1620,,"{""title_sim"": 0.45833333333333337, ""desc_sim"": 0.051129081613182664, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.04597701149425287}"
T1055.013,CWE-114,0.2418,boost_subtech_title_match,"{""title_sim"": 0.6363636363636364, ""desc_sim"": 0.05822867190452079, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.017045454545454544}"
T1055.013,CWE-214,0.2338,boost_common_term:process,"{""title_sim"": 0.5, ""desc_sim"": 0.09729975100680417, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.022857142857142857}"
T1055.013,CWE-67,0.2023,boost_common_term:process,"{""title_sim"": 0.3870967741935484, ""desc_sim"": 0.09231885958942669, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0425531914893617}"
T1016,CWE-15,0.2909,"boost_common_term:configuration,system","{""title_sim"": 0.689655172413793, ""desc_sim"": 0.08833259543368908, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.037383177570093455}"
T1016,CWE-1051,0.2900,boost_common_term:network,"{""title_sim"": 0.711864406779661, ""desc_sim"": 0.0761428366446845, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01818181818181818}"
T1016,CWE-260,0.2520,boost_common_term:configuration,"{""title_sim"": 0.6176470588235294, ""desc_sim"": 0.043708130304228356, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.017857142857142856}"
T1578.003,CWE-1063,0.2839,boost_common_term:instance,"{""title_sim"": 0.5517241379310345, ""desc_sim"": 0.2147659300243102, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.02}"
T1578.003,CWE-1082,0.2804,"boost_common_term:delete,instance","{""title_sim"": 0.5588235294117647, ""desc_sim"": 0.18434367768798884, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.037037037037037035}"
T1578.003,CWE-793,0.2560,boost_common_term:instance,"{""title_sim"": 0.5517241379310345, ""desc_sim"": 0.12384553764117744, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.016666666666666666}"
T1593.003,CWE-561,0.2862,boost_common_term:code;boost_subtech_title_match,"{""title_sim"": 0.6153846153846154, ""desc_sim"": 0.05210639305573602, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0297029702970297}"
T1593.003,CWE-1120,0.2179,boost_common_term:code,"{""title_sim"": 0.4761904761904762, ""desc_sim"": 0.07699127413076967, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.009708737864077669}"
T1593.003,CWE-508,0.2126,boost_common_term:code,"{""title_sim"": 0.46808510638297873, ""desc_sim"": 0.05561696981614797, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.027522935779816515}"
T1574.005,CWE-279,0.2792,boost_common_term:permissions,"{""title_sim"": 0.5813953488372092, ""desc_sim"": 0.16113738795686922, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03225806451612903}"
T1574.005,CWE-276,0.2702,"boost_common_term:file,permissions","{""title_sim"": 0.55, ""desc_sim"": 0.16212738885331907, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03289473684210526}"
T1574.005,CWE-277,0.2569,boost_common_term:permissions,"{""title_sim"": 0.5789473684210527, ""desc_sim"": 0.09771150746897506, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0196078431372549}"
T1546.008,CWE-1242,0.2338,boost_common_term:features,"{""title_sim"": 0.5333333333333333, ""desc_sim"": 0.0680566523057137, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.01675977653631285}"
T1546.008,CWE-1318,0.2327,boost_common_term:features,"{""title_sim"": 0.5333333333333333, ""desc_sim"": 0.060777883056277, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.022222222222222223}"
T1546.008,CWE-437,0.2312,boost_common_term:features,"{""title_sim"": 0.5333333333333333, ""desc_sim"": 0.05671324768468602, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.020833333333333332}"
T1496.002,CWE-431,0.1432,,"{""title_sim"": 0.4705882352941177, ""desc_sim"": 0.00686770382764033, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1496.002,CWE-366,0.1352,,"{""title_sim"": 0.3673469387755102, ""desc_sim"": 0.045870335708242393, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.056179775280898875}"
T1496.002,CWE-501,0.1309,,"{""title_sim"": 0.4186046511627907, ""desc_sim"": 0.01758937550431608, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0}"
T1504,CWE-114,0.1591,,"{""title_sim"": 0.48484848484848486, ""desc_sim"": 0.03252961536336047, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0196078431372549}"
T1504,CWE-283,0.1493,,"{""title_sim"": 0.4736842105263158, ""desc_sim"": 0.017099049069634976, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.010101010101010102}"
T1504,CWE-507,0.1443,,"{""title_sim"": 0.4, ""desc_sim"": 0.05588687560532024, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.03773584905660377}"
T1198,CWE-296,0.2306,boost_common_term:trust,"{""title_sim"": 0.4444444444444444, ""desc_sim"": 0.14358269912442406, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.020833333333333332}"
T1198,CWE-1326,0.2084,boost_common_term:trust,"{""title_sim"": 0.4, ""desc_sim"": 0.11958624725641118, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.012658227848101266}"
T1198,CWE-298,0.1737,boost_common_term:trust,"{""title_sim"": 0.31168831168831174, ""desc_sim"": 0.08658105928641947, ""kw_tactic_jaccard"": 0.0, ""mitigation_overlap"": 0.0211864406779661}"
